key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-411626893,The experienced route to cognitive health: Cognitive recovery in persons with prior stress-related Exhaustion disorder,2025,,,BMC Psychiatry,,25,1,,"Nelson, A. and Aronsson, I. and Tillfors, M. and Neely, A.S. and Malmberg Gavelin, H.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003016801&doi=10.1186%2Fs12888-025-06713-7&partnerID=40&md5=9cf35b2c47d567526c8dff325f481607,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1186/s12888-025-06713-7,"Clinical burnout;Cognition;Cognitive recovery;Exhaustion disorder;Stress-related exhaustion;adult;aerobic exercise;anxiety;Article;attention;awareness;burnout;clinical trial;cognition;cognitive behavioral therapy;cognitive defect;controlled study;coping;depression;emotion;executive function;exercise;female;health care;Hospital Anxiety and Depression Scale;human;interview;longitudinal study;male;mental health;middle aged;neuropsychological assessment;open science;patient worry;physiological stress;physiotherapy;psychotherapy;qualitative analysis;qualitative research;questionnaire;randomized controlled trial;semi structured interview;Short Form 36;sleep;spectrum;stress management;thematic analysis;training;working memory;aged;complication;fatigue;mental stress;psychological adjustment;psychology;rehabilitation;Adaptation, Psychological;Adult;Aged;Cognition;Cognitive Dysfunction;Executive Function;Fatigue;Female;Humans;Male;Middle Aged;Qualitative Research;Stress, Psychological",,
rayyan-411626894,Sedentary time elimination with periodic activity snacks (STEPS): protocol for a codesigned feasibility trial in people with severe mental illness,2025,,,BMJ Open,,15,11,,"Trott, M. and Arnautovska, U. and Korman, N. and Chapman, J. and Ritchie, G. and Stubbs, B. and Siskind, D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023127774&doi=10.1136%2Fbmjopen-2025-107805&partnerID=40&md5=19ed1b11d799fabbf02bcdc62f74be0e,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong study design",10.1136/bmjopen-2025-107805,Bipolar and Related Disorders;Depression & mood disorders;Exercise;MENTAL HEALTH;Schizophrenia & psychotic disorders;Article;bipolar disorder;clinical article;clinical outcome;clinical protocol;disease severity;fast food;feasibility study;human;major depression;mental disease;mood;personal experience;physical activity;quality of life;schizophrenia;sedentary lifestyle;sedentary time;adult;Australia;cardiovascular disease;exercise;female;male;mobile application;prevention and control;psychology;therapy;Adult;Cardiovascular Diseases;Exercise;Feasibility Studies;Female;Humans;Male;Mental Disorders;Mobile Applications;Quality of Life;Sedentary Behavior;Snacks,,
rayyan-411626895,A Mixed-Methods Evaluation of a Post-COVID-Condition Rehabilitation and Recovery Intervention Delivered in a Football Club Community Trust,2025,,,International Journal of Environmental Research and Public Health,,22,11,,"Rimmer, S. and Herbert, A.J. and Kelly, A.L. and Khawaja, I. and Lee, S. and Gough, L.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023111561&doi=10.3390%2Fijerph22111672&partnerID=40&md5=433314beea8c93e988e368142272692e,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population,wrong study design",10.3390/ijerph22111672,exercise therapy;football club community trust;mixed methods;physical function;Post-COVID-Condition;quality of life;treatment outcome;COVID-19;health services;mental disorder;physical activity;quality of life;respiration;adoption;adult;anxiety;Article;blood pressure;body mass;community;community based rehabilitation;controlled study;DePaul Post Exertional Malaise Questionnaire;depression;encouragement;energy;ethnicity;executive function;exercise;female;football;Generalized Anxiety Disorder-7;guilt;heart rate;human;human experiment;implementation science;intervention study;kinesiotherapy;long COVID;lung function;major clinical study;male;marriage;medical parameters;mental health;middle aged;modified Borg dyspnea scale;motivation;muscle expiratory pressure;muscle inspiratory pressure;occupation;oxygen consumption;oxygen saturation;Patient Health Questionnaire 9;physical functioning;productivity;psychological well-being;questionnaire;retrospective study;self care;self concept;self esteem;shame;Short Active Lives Questionnaire;sit-to-stand test;six minute walk test;social interaction;social support;spirometry;thematic analysis;therapy effect;travel;treatment outcome;trust;unemployment;Warwick-Edinburgh Mental Well-being Scale;worrying;coronavirus disease 2019;procedures;psychology;rehabilitation;Severe acute respiratory syndrome coronavirus 2;soccer;Adult;Exercise Therapy;Female;Humans;Male;Middle Aged;Quality of Life;Retrospective Studies;SARS-CoV-2;Soccer,,
rayyan-411626896,Perceptions and experiences of older adults in a youth community health volunteer–led health coaching program in Singapore: A qualitative study,2025,,,PLOS ONE,,20,11,,"Kwan, A.S.T. and Cheng, J.Y.R. and Jasman, J. and Sim, E.W. and Chee, A.S.Y. and Yow, K.S. and Lim, J.X. and Lim, S.Q. and Cheong, T.C.E. and Ngiam, N.H.W. and Razaki, M.R. and Huang, X. and Teo, L.P.Z. and Ho, S.W.N. and Lee, Z.H. and Jaichandra, K. and Liow, C.H. and Howard, N. and Ng, K.Y.Y. and Low, L.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021657366&doi=10.1371%2Fjournal.pone.0335716&partnerID=40&md5=8aa1a9060c60d2eca89ec4fc062aff92,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome",10.1371/journal.pone.0335716,"adult;aged;aging;Article;chronic disease;clinical article;coaching;community;community resource;content analysis;depression;education;facilitation;female;health behavior;health care delivery;health care facility;health care personnel;health care system;health care utilization;health promotion;hospitalization;human;human experiment;interview;juvenile;male;mass screening;patient referral;perception;physical activity;primary medical care;public health;qualitative research;quality of life;scale up;semi structured interview;sex difference;Singapore;solidarity;thematic analysis;training;volunteer;mentoring;middle aged;psychology;very elderly;Aged;Aged, 80 and over;Female;Health Promotion;Humans;Male;Mentoring;Middle Aged;Qualitative Research;Volunteers",,
rayyan-411626897,Exploring Challenges Related to Breast Cancer Chemotherapy Among Females in Pakistan: A Qualitative Study,2025,,,Cancer Reports,,8,11,,"Sarwat, R. and Hamza, M.A. and Azam, A. and Zahra, B.B. and Amer, M. and Khan, Z. and Mahmood, M. and Ahmed, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021577332&doi=10.1002%2Fcnr2.70381&partnerID=40&md5=31718d795910f58290e0565cf5b0e49a,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1002/cnr2.70381,breast cancer;chemotherapy;experiences;patient safety;qualitative study;side effects;women;antineoplastic agent;hemoglobin;henna;adult;aged;ageusia;alternative medicine;anemia;anxiety;arthralgia;Article;body weight loss;breast cancer;cancer chemotherapy;chronic disease;clinical article;constipation;coping;Coping Strategy Questionnaire;coughing;courage;daily life activity;depression;diarrhea;diet;disease burden;distress syndrome;dizziness;doctor patient relationship;dyspnea;economic aspect;emotional stress;exercise;face-to-face interview;family;fatigue;fear of cancer recurrence;female;fever;financial distress;friend;hair loss;health care cost;health care personnel;hemoglobin blood level;human;hyperpigmentation;illness behavior;indigestion;insomnia;interpersonal communication;interview;knowledge gap;leukocyte count;leukopenia;loss of appetite;motivation;mouth ulcer;nail disease;nausea;nutrition;pain;Pakistan;patient mobility;patient safety;patient worry;psychological aspect;qualitative research;rural area;side effect;social isolation;social support;spouse;taste disorder;tertiary care center;thematic analysis;thirst;tooth pain;travel;treatment outcome;Urdu;visual disorder;vomiting;weakness,,
rayyan-411626898,Study protocol for a mixed-methods pilot of a physiotherapy plus education program for inpatients with major depressive disorder: Feasibility and preliminary effects,2025,,,PLOS ONE,,20,11,,"Poveda-López, J.L. and Jiménez-Sánchez, C. and Lafuente-Ureta, R. and Marco Gómez, B. and Villagrasa-Cantín, A. and Pérez-Mansilla, S. and Guarch-Rubio, M. and Roy, J.F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020906903&doi=10.1371%2Fjournal.pone.0326012&partnerID=40&md5=1443974d70f9c4c1c736073441b560f0,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong study design",10.1371/journal.pone.0326012,"Article;clinical practice guideline;data analysis;depression;education program;environmental factor;European Quality of Life 5 Dimensions 3 Level questionnaire;feasibility study;health education;health promotion;human;inflammation;major depression;mood disorder;pain intensity;physiotherapy;pilot study;preliminary data;protocol;quality of life;quantitative study;questionnaire;sample size;adult;female;hospital patient;kinesiotherapy;male;patient education;psychology;therapy;Adult;Depressive Disorder, Major;Exercise Therapy;Feasibility Studies;Female;Humans;Inpatients;Male;Patient Education as Topic;Physical Therapy Modalities;Pilot Projects;Quality of Life;Surveys and Questionnaires",,
rayyan-411626899,Empowering recovery: A scoping review of post-ICU exercise rehabilitation success factors and challenges,2025,,,Clinical Epidemiology and Global Health,,36,,,"Surve, S. and Maiya, G.A. and Shanbhag, V. and Sinha, M.K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020475928&doi=10.1016%2Fj.cegh.2025.102174&partnerID=40&md5=083e4dad9e6fadf0abe9be1c9ee6308e,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong study design",10.1016/j.cegh.2025.102174,Barriers;Critical care;Exercise;Facilitator;Physical activity;Postintensive care survivors;anxiety;body weight management;cognitive defect;concentration loss;conflict;critical illness;depression;dyspnea;emotional stress;endurance;family support;fatigue;fear;financial management;financial stress;frustration;human;hydration;intensive care unit;interpersonal communication;Joanna Briggs Institute critical appraisal checklist;mental instability;motivation;nutrition;pain;peer group;physical activity;physical discomfort;Preferred Reporting Items for Systematic Reviews and Meta-Analyses;qualitative research;rehabilitation;relapse;religion;Review;risk factor;scoping review;sleep disorder;survivor;systematic review;traffic and transport;walking difficulty;weakness,,
rayyan-411626900,Patient and Caregiver Perspectives on the Transition From Pediatric to Adult Neurology Care: A Single-Site Qualitative Study,2025,,,Pediatric Neurology,,172,,146-152,"Fonseca, L.D. and Joshi, M. and Dilley, B. and Kumar, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016265114&doi=10.1016%2Fj.pediatrneurol.2025.08.020&partnerID=40&md5=e60bf3232f2b1f59775558ad13d0992b,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population",10.1016/j.pediatrneurol.2025.08.020,Adult health care systems (AHCS);Barriers;Neurology;Pediatric to adult transition of care;Qualitative analysis;Young persons with epilepsy (YPE);adult;Article;autism;caregiver;Caucasian;controlled study;depression;disability;epilepsy;epileptic patient;female;health care system;Hispanic;human;hypokinesia;male;mental health;myoclonus epilepsy;qualitative analysis;qualitative research;thematic analysis;transition to adult care;adolescent;neurology;Ohio;psychology;therapy;young adult;Adolescent;Adult;Caregivers;Epilepsy;Female;Humans;Male;Neurology;Qualitative Research;Transition to Adult Care;Young Adult,,
rayyan-411626901,Yoga versus health education for persistent fatigue in patients with post-COVID-19 syndrome: protocol for a multicentre randomised controlled trial,2025,,,BMJ Open,,15,10,,"Cramer, H. and Mörchen, L. and Vagedes, J. and Klenk, J. and Jäger, S. and Schleinzer, A. and Anheyer, D. and Bîlc, M. and Schröter, M. and Kessler, C. and Jeitler, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019803646&doi=10.1136%2Fbmjopen-2025-107840&partnerID=40&md5=3743dca42ae5d151228d9fc5116ea851,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1136/bmjopen-2025-107840,clinical protocols;fatigue;post-acute COVID-19 syndrome;adult;Article;awareness;Chalder Fatigue Scale;clinical outcome;comparative effectiveness;controlled study;cost effectiveness analysis;depaul symptom questionnaire;depression;disease assessment;European Quality of Life 5 Dimensions questionnaire;fatigue;grip strength;health education;heart rate variability;Hospital Anxiety and Depression Scale;human;interview;long COVID;major clinical study;multicenter study;patient safety;Perceived Stress Scale;personality;physical activity;physiological stress;Pittsburgh Sleep Quality Index;postexertional malaise;qualitative analysis;quality of life;randomized controlled trial;self concept;Short Form 12;single blind procedure;sleep quality;yoga;complication;coronavirus disease 2019;etiology;female;multicenter study (topic);procedures;randomized controlled trial (topic);Severe acute respiratory syndrome coronavirus 2;therapy;COVID-19;Fatigue;Female;Health Education;Humans;Multicenter Studies as Topic;Post-Acute COVID-19 Syndrome;Quality of Life;Randomized Controlled Trials as Topic;SARS-CoV-2;Yoga,,
rayyan-411626902,Roles performed by family caregivers to help individuals with cancer manage symptoms: A qualitative study.,2025,,,JCO Oncology Practice,,21,,302-302,"Odom, J.N. and Henderson, N.L. and Padalkar, T. and Ortiz-Olguin, E. and Rocque, G.B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023852277&doi=10.1200%2FOP.2025.21.10_suppl.302&partnerID=40&md5=69b5a2d7eaa80acf165d02b35423980c,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1200/OP.2025.21.10_suppl.302,130-228-12142;130-231-317;130-231-5485;130-273;130-443;2;2;4;4;8;adult;anxiety;Article;cancer center;cancer staging;caregiver;clinical article;controlled study;daily life activity;depression;eating;emotional support;exercise;female;human;independence;male;malignant neoplasm;motivation;patient autonomy;qualitative research;reassurance;self care;semi structured interview;symptom;wound care,,
